GORZONI,,,,MASINI,,,,,,,,
1,aborti su aborti,su,greater_plurality/accumulation,aborti su aborti,1,greater_plurality/accumulation,1,0,,,,
1,acciaio su acciaio,su,greater_plurality/accumulation,acciaio su acciaio,1,greater_plurality/accumulation,1,0,,,,
1,accusa su accusa,su,succession/iteration/distributivity,accusa su accusa,1,succession/iteration/distributivity,1,0,,,,
1,accuse su accuse ,su,greater_plurality/accumulation,accuse su accuse ,1,greater_plurality/accumulation,1,0,,,,
1,Acqua su acqua,su,greater_plurality/accumulation,acqua su acqua,1,greater_plurality/accumulation,1,0,,,,
1,Aerei su aerei,su,greater_plurality/accumulation,aerei su aerei,1,greater_plurality/accumulation,1,0,,,,
1,aggettivo su aggettivo,su,succession/iteration/distributivity,aggettivo su aggettivo,1,succession/iteration/distributivity,1,0,,,,
1,anima ad anima,a,juxtaposition/contact,anima ad anima,1,juxtaposition/contact,1,0,,,,
16,anno su anno,su,connection/transition,anno su anno,17,connection/transition,1,-1,EXCLUDED,,,
1,appalti su appalti,su,greater_plurality/accumulation,appalti su appalti,1,greater_plurality/accumulation,1,0,,,,
1,appunti su appunti,su,greater_plurality/accumulation,appunti su appunti,1,greater_plurality/accumulation,1,0,,,,
1,aria su aria,su,greater_plurality/accumulation,aria su aria,1,greater_plurality/accumulation,1,0,,,,
1,articoli su articoli,su,greater_plurality/accumulation,articoli su articoli,1,greater_plurality/accumulation,1,0,,,,
2,assalti su assalti,su,greater_plurality/accumulation,assalti su assalti,2,greater_plurality/accumulation,1,0,,,,
1,atomo su atomo,su,succession/iteration/distributivity,atomo su atomo,1,succession/iteration/distributivity,1,0,,,,
1,Avventure su avventure,su,greater_plurality/accumulation,avventure su avventure,1,greater_plurality/accumulation,1,0,,,,
2,avversari su avversari,su,greater_plurality/accumulation,avversari su avversari,2,greater_plurality/accumulation,1,0,,,,
1,bagni su bagni,su,greater_plurality/accumulation,bagni su bagni,1,greater_plurality/accumulation,1,0,,,,
2,balcone a balcone,a,juxtaposition/contact,,,,,,ADDED BY GORZONI,,,
4,balle su balle,su,greater_plurality/accumulation,balle su balle,4,greater_plurality/accumulation,1,0,,,,
1,banca su banca,su,connection/transition,banca su banca,1,connection/transition,1,0,,,,
1,barzellette su barzellette,su,greater_plurality/accumulation,barzellette su barzellette,1,greater_plurality/accumulation,1,0,,,,
1,battute su battute,su,greater_plurality/accumulation,battute su battute,1,greater_plurality/accumulation,1,0,,,,
1,bellezza su bellezza,su,greater_plurality/accumulation,bellezza su bellezza,1,greater_plurality/accumulation,1,0,,,,
1,beni su beni,su,greater_plurality/accumulation,beni su beni,1,greater_plurality/accumulation,1,0,,,,
1,bersaglio su bersaglio,su,greater_plurality/accumulation,bersaglio su bersaglio,1,greater_plurality/accumulation,1,0,,,,
1,Bianco su bianco,su,greater_plurality/accumulation,bianco su bianco,1,greater_plurality/accumulation,1,0,,,,
5,bianco su bianco,su,juxtaposition/contact,bianco su bianco,5,juxtaposition/contact,1,0,ESPORTATO,,,
1,bicchiere su bicchiere,su,succession/iteration/distributivity,bicchiere su bicchiere,1,succession/iteration/distributivity,1,0,,,,
1,bisogni su bisogni,su,greater_plurality/accumulation,bisogni su bisogni,1,greater_plurality/accumulation,1,0,,,,
3,bit a bit,a,succession/iteration/distributivity,bit a bit,5,succession/iteration/distributivity,1,-2,EXCLUDED,,,
3,bocca a bocca,a,idiosyncratic,bocca a bocca,3,idiosyncratic,1,0,,,,
61,bocca a bocca,a,juxtaposition/contact,bocca a bocca,68,juxtaposition/contact,1,-7,EXCLUDED,,,
1,borotalco su borotalco,su,greater_plurality/accumulation,borotalco su borotalco,1,greater_plurality/accumulation,1,0,,,,
1,bottiglie su bottiglie,su,greater_plurality/accumulation,bottiglie su bottiglie,1,greater_plurality/accumulation,1,0,,,,
1,bozzi su bozzi,su,greater_plurality/accumulation,bozzi su bozzi,1,greater_plurality/accumulation,1,0,,,,
1,braccio a braccio,a,juxtaposition/contact,braccio a braccio,1,juxtaposition/contact,1,0,,,,
1,brandello su brandello,su,succession/iteration/distributivity,brandello su brandello,1,succession/iteration/distributivity,1,0,,,,
1,brani su brani,su,greater_plurality/accumulation,brani su brani,1,greater_plurality/accumulation,1,0,,,,
4,brano a brano,a,succession/iteration/distributivity,brano a brano,5,succession/iteration/distributivity,1,-1,EXCLUDED,,,
0,,,,bugie su bugie,1,greater_plurality/accumulation,0,ISSUE,EXCLUDED,,,
1,caffè su caffè,su,greater_plurality/accumulation,caffè su caffè,1,greater_plurality/accumulation,1,0,,,,
1,cambiali su cambiali,su,greater_plurality/accumulation,cambiali su cambiali,1,greater_plurality/accumulation,1,0,,,,
1,campi su campi,su,greater_plurality/accumulation,campi su campi,1,greater_plurality/accumulation,1,0,,,,
1,campo a campo,a,succession/iteration/distributivity,,,,0,ISSUE,ADDED BY GORZONI,,,
1,canzone su canzone,su,succession/iteration/distributivity,canzone su canzone,1,succession/iteration/distributivity,1,0,,,,
1,capelli su capelli,su,juxtaposition/contact,capelli su capelli,1,juxtaposition/contact,1,0,ESPORTATO,,,
1,Capolavori su capolavori,su,greater_plurality/accumulation,capolavori su capolavori,1,greater_plurality/accumulation,1,0,,,,
1,caraffe su caraffe,su,greater_plurality/accumulation,caraffe su caraffe,1,greater_plurality/accumulation,1,0,,,,
2,carte su carte,su,greater_plurality/accumulation,carte su carte,2,greater_plurality/accumulation,1,0,,,,
1,casa a casa,a,succession/iteration/distributivity,,,,,,ADDED BY GORZONI,,,
1,case su case,su,greater_plurality/accumulation,case su case,1,greater_plurality/accumulation,1,0,,,,
1,casi su casi,su,greater_plurality/accumulation,casi su casi,1,greater_plurality/accumulation,1,0,,,,
2,casse su casse,su,greater_plurality/accumulation,casse su casse,2,greater_plurality/accumulation,1,0,,,,
1,Cassette su cassette,su,greater_plurality/accumulation,cassette su cassette,1,greater_plurality/accumulation,1,0,,,,
1,cazzate su cazzate,su,greater_plurality/accumulation,cazzate su cazzate,1,greater_plurality/accumulation,1,0,,,,
1,cene su cene,su,greater_plurality/accumulation,cene su cene,1,greater_plurality/accumulation,1,0,,,,
1,centesimo su centesimo,su,succession/iteration/distributivity,centesimo su centesimo,1,succession/iteration/distributivity,1,0,,,,
1,centimetro su centimetro,su,succession/iteration/distributivity,centimetro su centimetro,1,succession/iteration/distributivity,1,0,,,,
1,Cerchio su cerchio,su,succession/iteration/distributivity,cerchio su cerchio,1,succession/iteration/distributivity,1,0,,,,
1,certificati su certificati,su,greater_plurality/accumulation,certificati su certificati,1,greater_plurality/accumulation,1,0,,,,
1,chiacchiere su chiacchiere,su,greater_plurality/accumulation,chiacchiere su chiacchiere,1,greater_plurality/accumulation,1,0,,,,
1,chiamate su chiamate,su,greater_plurality/accumulation,chiamate su chiamate,1,greater_plurality/accumulation,1,0,,,,
4,chilometri su chilometri,su,greater_plurality/accumulation,chilometri su chilometri,4,greater_plurality/accumulation,1,0,,,,
1,chilometro su chilometro,su,succession/iteration/distributivity,chilometro su chilometro,1,succession/iteration/distributivity,1,0,,,,
2,cifre su cifre,su,greater_plurality/accumulation,cifre su cifre,2,greater_plurality/accumulation,1,0,,,,
1,ciocca a ciocca,a,succession/iteration/distributivity,ciocca a ciocca,1,succession/iteration/distributivity,1,0,,,,
1,circonferenze su circonferenze,su,greater_plurality/accumulation,circonferenze su circonferenze,1,greater_plurality/accumulation,1,0,,,,
1,citazioni su citazioni,su,greater_plurality/accumulation,citazioni su citazioni,1,greater_plurality/accumulation,1,0,,,,
1,cm a cm,a,succession/iteration/distributivity,,,,,,ADDED BY GORZONI,,,
1,colloqui su colloqui,su,greater_plurality/accumulation,colloqui su colloqui,1,greater_plurality/accumulation,1,0,,,,
1,colore su colore,su,juxtaposition/contact,colore su colore,1,juxtaposition/contact,1,0,ESPORTATO,,,
1,colpi su colpi,su,greater_plurality/accumulation,colpi su colpi,1,greater_plurality/accumulation,1,0,,,,
7,colpo su colpo,su,greater_plurality/accumulation,colpo su colpo,7,greater_plurality/accumulation,1,0,,,,
59,colpo su colpo,su,succession/iteration/distributivity,colpo su colpo,58,succession/iteration/distributivity,1,1,EXCLUDED,,,
1,comandi su comandi,su,greater_plurality/accumulation,comandi su comandi,1,greater_plurality/accumulation,1,0,,,,
1,comunicati su comunicati,su,greater_plurality/accumulation,comunicati su comunicati,1,greater_plurality/accumulation,1,0,,,,
1,comunicazioni su comunicazioni,su,greater_plurality/accumulation,comunicazioni su comunicazioni,1,greater_plurality/accumulation,1,0,,,,
1,conti su conti,su,greater_plurality/accumulation,conti su conti,1,greater_plurality/accumulation,1,0,,,,
1,controlli su controlli,su,greater_plurality/accumulation,controlli su controlli,2,greater_plurality/accumulation,1,-1,EXCLUDED,,,
2,copie su copie,su,greater_plurality/accumulation,copie su copie,2,greater_plurality/accumulation,1,0,,,,
1,coppa su coppa,su,succession/iteration/distributivity,coppa su coppa,1,succession/iteration/distributivity,1,0,,,,
1,coppe su coppe,su,greater_plurality/accumulation,coppe su coppe,1,greater_plurality/accumulation,1,0,,,,
0,,,,core a core,1,juxtaposition/contact,0,ISSUE,EXCLUDED,,,
1,corna su corna,su,greater_plurality/accumulation,corna su corna,1,greater_plurality/accumulation,1,0,,,,
1,corpi su corpi,su,greater_plurality/accumulation,corpi su corpi,1,greater_plurality/accumulation,1,0,,,,
146,corpo a corpo,a,idiosyncratic,corpo a corpo,152,idiosyncratic,1,-6,EXCLUDED,,,
47,corpo a corpo,a,juxtaposition/contact,corpo a corpo,50,juxtaposition/contact,,,EXCLUDED,,,
1,corsi su corsi,su,greater_plurality/accumulation,corsi su corsi,1,greater_plurality/accumulation,1,0,,,,
1,coscia su coscia,su,juxtaposition/contact,coscia su coscia,1,juxtaposition/contact,1,0,ESPORTATO,,,
2,crediti su crediti,su,greater_plurality/accumulation,crediti su crediti,2,greater_plurality/accumulation,1,0,,,,
2,creme su creme,su,greater_plurality/accumulation,creme su creme,2,greater_plurality/accumulation,1,0,,,,
1,crosta su crosta,su,succession/iteration/distributivity,crosta su crosta,1,succession/iteration/distributivity,1,0,,,,
1,cuoio su cuoio,su,juxtaposition/contact,cuoio su cuoio,1,juxtaposition/contact,1,0,,,,
4,cuore a cuore,a,juxtaposition/contact,cuore a cuore,4,juxtaposition/contact,1,0,,,,
1,cure su cure,su,greater_plurality/accumulation,cure su cure,1,greater_plurality/accumulation,1,0,,,,
1,curve su curve,su,greater_plurality/accumulation,curve su curve,1,greater_plurality/accumulation,1,0,,,,
1,danni su danni,su,greater_plurality/accumulation,danni su danni,2,greater_plurality/accumulation,1,-1,EXCLUDED,,,
2,dati su dati,su,greater_plurality/accumulation,dati su dati,2,greater_plurality/accumulation,1,0,,,,
1,debiti su debiti,su,greater_plurality/accumulation,debiti su debiti,1,greater_plurality/accumulation,1,0,,,,
0,,,,debito su debito,1,greater_plurality/accumulation,0,ISSUE,EXCLUDED,,,
1,decine su decine,su,greater_plurality/accumulation,decine su decine,1,greater_plurality/accumulation,1,0,,,,
1,Delegazioni su delegazioni,su,greater_plurality/accumulation,delegazioni su delegazioni,1,greater_plurality/accumulation,1,0,,,,
2,denunce su denunce,su,greater_plurality/accumulation,denunce su denunce,2,greater_plurality/accumulation,1,0,,,,
1,descrizioni su descrizioni,su,greater_plurality/accumulation,descrizioni su descrizioni,1,greater_plurality/accumulation,1,0,,,,
1,dettagli su dettagli,su,greater_plurality/accumulation,dettagli su dettagli,1,greater_plurality/accumulation,1,0,,,,
2,dettaglio su dettaglio,su,succession/iteration/distributivity,dettaglio su dettaglio,2,succession/iteration/distributivity,1,0,,,,
2,dicembre su dicembre,su,connection/transition,dicembre su dicembre,2,connection/transition,1,0,,,,
1,dichiarazione su dichiarazione,su,succession/iteration/distributivity,dichiarazione su dichiarazione,1,succession/iteration/distributivity,1,0,,,,
2,dichiarazioni su dichiarazioni,su,greater_plurality/accumulation,dichiarazioni su dichiarazioni,2,greater_plurality/accumulation,1,0,,,,
1,diete su diete,su,greater_plurality/accumulation,diete su diete,1,greater_plurality/accumulation,1,0,,,,
1,digiuno su digiuno,su,greater_plurality/accumulation,digiuno su digiuno,1,greater_plurality/accumulation,1,0,,,,
1,discussioni su discussioni,su,greater_plurality/accumulation,discussioni su discussioni,2,greater_plurality/accumulation,1,-1,EXCLUDED,,,
1,dito a dito,a,idiosyncratic,dito a dito,1,idiosyncratic,1,0,,,,
1,docce su docce,su,greater_plurality/accumulation,docce su docce,1,greater_plurality/accumulation,1,0,,,,
1,dolore su dolore,su,greater_plurality/accumulation,dolore su dolore,1,greater_plurality/accumulation,1,0,,,,
2,dolori su dolori,su,greater_plurality/accumulation,dolori su dolori,2,greater_plurality/accumulation,1,0,,,,
5,domande su domande,su,greater_plurality/accumulation,domande su domande,5,greater_plurality/accumulation,1,0,,,,
1,donna a donna,a,idiosyncratic,,,,,,ADDED BY GORZONI,,,
2,dorso a dorso,a,juxtaposition/contact,dorso a dorso,2,juxtaposition/contact,1,0,,,,
2,dubbi su dubbi,su,greater_plurality/accumulation,dubbi su dubbi,2,greater_plurality/accumulation,1,0,,,,
2,email su email,su,greater_plurality/accumulation,email su email,2,greater_plurality/accumulation,1,0,,,,
1,emendamenti su emendamenti,su,greater_plurality/accumulation,emendamenti su emendamenti,1,greater_plurality/accumulation,1,0,,,,
1,episodi su episodi,su,greater_plurality/accumulation,episodi su episodi,1,greater_plurality/accumulation,1,0,,,,
4,errori su errori,su,greater_plurality/accumulation,errori su errori,4,greater_plurality/accumulation,1,0,,,,
3,esami su esami,su,greater_plurality/accumulation,esami su esami,3,greater_plurality/accumulation,1,0,,,,
1,esempi su esempi,su,greater_plurality/accumulation,esempi su esempi,1,greater_plurality/accumulation,1,0,,,,
1,esercizi su esercizi,su,greater_plurality/accumulation,esercizi su esercizi,1,greater_plurality/accumulation,1,0,,,,
1,estate su estate,su,connection/transition,estate su estate,1,connection/transition,1,0,,,,
1,estati su estati,su,greater_plurality/accumulation,estati su estati,1,greater_plurality/accumulation,1,0,,,,
23,estero su estero,su,connection/transition,estero su estero,11,connection/transition,1,12,TAG,,,
1,euro su euro,su,greater_plurality/accumulation,euro su euro,1,succession/iteration/distributivity,1,0,,,,
1,euro su euro,su,succession/iteration/distributivity,euro su euro,1,greater_plurality/accumulation,1,0,,,,
1,fabbriche su fabbriche,su,greater_plurality/accumulation,fabbriche su fabbriche,1,greater_plurality/accumulation,1,0,,,,
1,Facce su facce,su,greater_plurality/accumulation,facce su facce,1,greater_plurality/accumulation,1,0,,,,
409,faccia a faccia,a,idiosyncratic,faccia a faccia,455,idiosyncratic,1,-46,EXCLUDED,,,
462,faccia a faccia,a,juxtaposition/contact,faccia a faccia,462,juxtaposition/contact,1,0,EXCLUDED,,,
1,falange su falange,su,succession/iteration/distributivity,falange su falange,1,succession/iteration/distributivity,1,0,,,,
1,fascicoli su fascicoli,su,greater_plurality/accumulation,fascicoli su fascicoli,1,greater_plurality/accumulation,1,0,,,,
1,febbraio su febbraio,su,connection/transition,febbraio su febbraio,1,connection/transition,1,0,,,,
0,,,,ferita su ferita,1,succession/iteration/distributivity,0,ISSUE,EXCLUDED,,,
1,feste su feste,su,greater_plurality/accumulation,feste su feste,1,greater_plurality/accumulation,1,0,,,,
1,fianco a fianco,a,idiosyncratic,fianco a fianco,1,idiosyncratic,1,0,,,,
350,fianco a fianco,a,juxtaposition/contact,fianco a fianco,355,juxtaposition/contact,1,-5,EXCLUDED,,,
1,fiato a fiato,a,juxtaposition/contact,fiato a fiato,1,juxtaposition/contact,1,0,,,,
2,fibra a fibra,a,succession/iteration/distributivity,fibra a fibra,2,succession/iteration/distributivity,1,0,,,,
3,file su file,su,greater_plurality/accumulation,file su file,3,greater_plurality/accumulation,1,0,,,,
1,fili su fili,su,greater_plurality/accumulation,fili su fili,1,greater_plurality/accumulation,1,0,,,,
1,finanza su finanza,su,connection/transition,finanza su finanza,1,connection/transition,1,0,,,,
0,,,,fiocchi su fiocchi,1,greater_plurality/accumulation,0,ISSUE,EXCLUDED,,,
2,fiocco a fiocco,a,succession/iteration/distributivity,fiocco a fiocco,1,succession/iteration/distributivity,1,1,TAG,,,
9,fogli su fogli,su,greater_plurality/accumulation,fogli su fogli,8,greater_plurality/accumulation,1,1,,,,
1,foglia a foglia,a,succession/iteration/distributivity,foglia a foglia,2,succession/iteration/distributivity,1,-1,,,,
1,forchettata su forchettata,su,succession/iteration/distributivity,forchettata su forchettata,1,succession/iteration/distributivity,1,0,,,,
1,Formule su formule,su,greater_plurality/accumulation,formule su formule,1,greater_plurality/accumulation,1,0,,,,
3,foto su foto,su,greater_plurality/accumulation,foto su foto,3,greater_plurality/accumulation,1,0,,,,
1,fotogramma a fotogramma,a,succession/iteration/distributivity,,,,0,ISSUE,ADDED BY GORZONI,,,
2,frase su frase,su,succession/iteration/distributivity,frase su frase,2,succession/iteration/distributivity,1,0,,,,
2,fronte a fronte,a,idiosyncratic,fronte a fronte,2,idiosyncratic,1,0,,,,
6,fronte a fronte,a,juxtaposition/contact,fronte a fronte,6,juxtaposition/contact,1,0,,,,
0,,,,furbizie su furbizie,1,greater_plurality/accumulation,0,ISSUE,EXCLUDED,,,
1,gaffes su gaffes,su,greater_plurality/accumulation,gaffes su gaffes,1,greater_plurality/accumulation,1,0,,,,
1,generazione su generazione,su,succession/iteration/distributivity,generazione su generazione,1,succession/iteration/distributivity,1,0,,,,
3,generazioni su generazioni,su,greater_plurality/accumulation,generazioni su generazioni,3,greater_plurality/accumulation,1,0,,,,
1,gennaio su gennaio,su,connection/transition,gennaio su gennaio,1,connection/transition,1,0,,,,
1,giornali su giornali,su,greater_plurality/accumulation,giornali su giornali,1,greater_plurality/accumulation,1,0,,,,
2,giorni su giorni,su,greater_plurality/accumulation,giorni su giorni,2,greater_plurality/accumulation,1,0,,,,
1,giorno su giorno,su,succession/iteration/distributivity,giorno su giorno,1,succession/iteration/distributivity,1,0,,,,
3,giri su giri,su,greater_plurality/accumulation,giri su giri,3,greater_plurality/accumulation,1,0,,,,
1,Giro su giro,su,succession/iteration/distributivity,giro su giro,1,succession/iteration/distributivity,1,0,,,,
1,giunzioni su giunzioni,su,greater_plurality/accumulation,giunzioni su giunzioni,1,greater_plurality/accumulation,1,0,,,,
47,goccia a goccia,a,succession/iteration/distributivity,goccia a goccia,40,succession/iteration/distributivity,1,7,TAG,,,
1,gomito a gomito,a,idiosyncratic,gomito a gomito,2,idiosyncratic,1,-1,EXCLUDED,,,
95,gomito a gomito,a,juxtaposition/contact,gomito a gomito,67,juxtaposition/contact,1,28,TAG,,,
1,Gradino a gradino,a,succession/iteration/distributivity,gradino a gradino,1,succession/iteration/distributivity,1,0,,,,
6,grado a grado,a,succession/iteration/distributivity,grado a grado,6,succession/iteration/distributivity,1,0,,,,
1,granelli su granelli,su,greater_plurality/accumulation,granelli su granelli,1,greater_plurality/accumulation,1,0,,,,
1,granellino su granellino,su,succession/iteration/distributivity,granellino su granellino,1,succession/iteration/distributivity,1,0,,,,
0,,,,grazia su grazia,3,greater_plurality/accumulation,0,ISSUE,EXCLUDED,,,
0,,,,grigio su grigio,1,juxtaposition/contact,0,ISSUE,EXCLUDED,,,
2,guancia a guancia,a,idiosyncratic,guancia a guancia,2,idiosyncratic,1,0,,,,
20,guancia a guancia,a,juxtaposition/contact,guancia a guancia,20,juxtaposition/contact,1,0,,,,
1,hinterland su hinterland,su,connection/transition,hinterland su hinterland,1,connection/transition,1,0,,,,
1,imprecazioni su imprecazioni,su,greater_plurality/accumulation,imprecazioni su imprecazioni,1,greater_plurality/accumulation,1,0,,,,
1,incarichi su incarichi,su,greater_plurality/accumulation,incarichi su incarichi,1,greater_plurality/accumulation,1,0,,,,
1,indizi su indizi,su,greater_plurality/accumulation,indizi su indizi,1,greater_plurality/accumulation,1,0,,,,
1,informazioni su informazioni,su,greater_plurality/accumulation,informazioni su informazioni,1,greater_plurality/accumulation,1,0,,,,
1,integrazioni su integrazioni,su,greater_plurality/accumulation,integrazioni su integrazioni,1,greater_plurality/accumulation,1,0,,,,
1,interessi su interessi,su,greater_plurality/accumulation,interessi su interessi,1,greater_plurality/accumulation,1,0,,,,
1,interrogativi su interrogativi,su,greater_plurality/accumulation,interrogativi su interrogativi,1,greater_plurality/accumulation,1,0,,,,
1,Intervista su intervista,su,succession/iteration/distributivity,intervista su intervista,1,succession/iteration/distributivity,1,0,,,,
2,interviste su interviste,su,greater_plurality/accumulation,interviste su interviste,2,greater_plurality/accumulation,1,0,,,,
1,invenzioni su invenzioni,su,greater_plurality/accumulation,invenzioni su invenzioni,1,greater_plurality/accumulation,1,0,,,,
1,inverno su inverno,su,connection/transition,inverno su inverno,1,connection/transition,1,0,,,,
1,ipotesi su ipotesi,su,greater_plurality/accumulation,ipotesi su ipotesi,1,greater_plurality/accumulation,1,0,,,,
0,,,,Italia su Italia,1,connection/transition,0,ISSUE,EXCLUDED,,,
1,km su km,su,greater_plurality/accumulation,km su km,1,greater_plurality/accumulation,1,0,,,,
1,lato a lato,a,idiosyncratic,lato a lato,1,idiosyncratic,1,0,,,,
1,layer su layer,su,succession/iteration/distributivity,layer su layer,1,succession/iteration/distributivity,1,0,,,,
1,leggi su leggi,su,greater_plurality/accumulation,leggi su leggi,1,greater_plurality/accumulation,1,0,,,,
1,leghe su leghe,su,greater_plurality/accumulation,leghe su leghe,1,greater_plurality/accumulation,1,0,,,,
1,legni su legni,su,greater_plurality/accumulation,legni su legni,1,greater_plurality/accumulation,1,0,,,,
1,legno su legno,su,juxtaposition/contact,legno su legno,1,juxtaposition/contact,1,0,ESPORTATO,,,
6,lettere su lettere,su,greater_plurality/accumulation,lettere su lettere,6,greater_plurality/accumulation,1,0,,,,
1,letture su letture,su,greater_plurality/accumulation,letture su letture,1,greater_plurality/accumulation,1,0,,,,
6,libri su libri,su,greater_plurality/accumulation,libri su libri,6,greater_plurality/accumulation,1,0,,,,
1,limoni su limoni,su,greater_plurality/accumulation,limoni su limoni,1,greater_plurality/accumulation,1,0,,,,
1,lira su lira,su,succession/iteration/distributivity,lira su lira,1,succession/iteration/distributivity,1,0,,,,
1,liste su liste,su,greater_plurality/accumulation,liste su liste,1,greater_plurality/accumulation,1,0,,,,
1,lunghezza su lunghezza,su,greater_plurality/accumulation,lunghezza su lunghezza,1,greater_plurality/accumulation,1,0,,,,
1,maglie su maglie,su,greater_plurality/accumulation,maglie su maglie,1,greater_plurality/accumulation,1,0,,,,
1,manciate su manciate,su,greater_plurality/accumulation,manciate su manciate,1,greater_plurality/accumulation,1,0,,,,
218,mano a mano,a,idiosyncratic,mano a mano,223,idiosyncratic,1,-5,EXCLUDED,,,
1,massacri su massacri,su,greater_plurality/accumulation,massacri su massacri,1,greater_plurality/accumulation,1,0,,,,
1,materia su materia,su,greater_plurality/accumulation,materia su materia,1,greater_plurality/accumulation,1,0,,,,
